"CURRENT.BUILDING.EVAL.SCORE","PROPERTY.TYPE","YEAR.BUILT","CONFIRMED.UNITS","CONFIRMED.STOREYS","BUILDING.CLEANLINESS","BUILDING.EXTERIOR","COMMON.AREA.PESTS"
96,"PRIVATE",1950,11,3,3,2,3
98,"PRIVATE",1975,11,3,3,3,3
97,"PRIVATE",1975,11,3,3,2,3
87,"PRIVATE",1956,10,3,3,2,3
96,"PRIVATE",1950,11,3,3,3,3
67,"PRIVATE",1957,10,3,3,2,3
84,"PRIVATE",1957,10,3,3,2,3
83,"PRIVATE",1960,11,3,2,2,3
87,"PRIVATE",1960,11,3,3,2,3
81,"PRIVATE",1965,11,3,2,2,3
87,"PRIVATE",1965,11,3,3,2,3
94,"PRIVATE",1955,10,3,3,3,3
93,"PRIVATE",1960,11,3,3,3,3
76,"PRIVATE",1960,11,3,1,1,3
95,"PRIVATE",1960,11,3,3,2,3
84,"PRIVATE",1955,25,3,2,1,3
99,"PRIVATE",1955,25,3,3,3,3
97,"PRIVATE",1950,28,3,3,2,3
90,"PRIVATE",1960,11,3,3,2,3
97,"PRIVATE",1960,11,3,3,3,3
94,"PRIVATE",1950,11,3,3,2,3
69,"PRIVATE",1956,15,3,2,2,3
69,"PRIVATE",1956,15,3,1,2,3
70,"PRIVATE",1956,11,3,2,2,3
79,"PRIVATE",1956,11,3,3,2,3
88,"PRIVATE",1956,22,4,3,2,2
89,"PRIVATE",1962,23,4,3,3,3
95,"PRIVATE",1962,23,4,3,2,3
84,"PRIVATE",1959,23,4,3,2,3
88,"PRIVATE",1959,23,4,3,1,3
98,"PRIVATE",1954,16,4,3,3,3
99,"PRIVATE",1954,16,4,3,3,3
87,"PRIVATE",1967,12,3,3,3,3
94,"PRIVATE",1967,12,3,3,2,3
96,"SOCIAL HOUSING",1992,128,8,3,3,3
81,"PRIVATE",1968,40,5,3,1,3
81,"PRIVATE",1965,153,13,1,2,3
95,"PRIVATE",1965,153,13,3,3,3
80,"PRIVATE",1968,154,7,2,1,3
84,"PRIVATE",1968,154,7,3,1,3
89,"PRIVATE",1978,228,23,2,3,3
89,"PRIVATE",1978,227,23,3,2,3
95,"PRIVATE",1978,227,23,3,2,3
95,"PRIVATE",1976,416,23,2,3,3
94,"PRIVATE",1976,343,19,2,3,3
97,"PRIVATE",1976,343,19,3,3,3
86,"PRIVATE",1978,325,18,2,2,3
83,"PRIVATE",1973,156,16,3,1,3
79,"PRIVATE",1971,180,12,2,2,3
94,"SOCIAL HOUSING",1982,259,15,3,3,3
98,"SOCIAL HOUSING",1982,259,15,3,3,3
97,"PRIVATE",1979,211,12,3,3,3
97,"PRIVATE",1979,211,12,3,3,3
96,"PRIVATE",1955,11,3,3,3,3
84,"PRIVATE",1957,11,3,3,2,3
89,"PRIVATE",1955,11,3,3,2,3
92,"PRIVATE",1955,11,3,2,2,3
78,"PRIVATE",1955,11,3,3,2,3
84,"PRIVATE",1955,11,3,3,2,3
82,"PRIVATE",1956,11,3,3,1,3
91,"PRIVATE",1956,11,3,2,2,3
82,"PRIVATE",1949,11,3,2,3,3
95,"PRIVATE",1949,11,3,3,3,3
88,"PRIVATE",1949,11,3,3,3,3
95,"PRIVATE",1949,11,3,3,3,3
83,"PRIVATE",1951,11,3,3,2,3
89,"PRIVATE",1951,11,3,2,2,3
84,"PRIVATE",1949,11,3,3,3,2
76,"PRIVATE",1953,11,3,3,1,3
90,"PRIVATE",1949,11,3,2,3,3
92,"PRIVATE",1955,11,3,3,2,3
87,"PRIVATE",1949,11,3,3,3,3
89,"PRIVATE",1955,11,3,3,2,3
95,"PRIVATE",1955,11,3,3,2,3
92,"PRIVATE",1949,11,3,3,3,3
72,"PRIVATE",1954,11,3,1,1,3
72,"PRIVATE",1954,11,3,2,2,3
79,"PRIVATE",1949,11,3,3,3,3
70,"PRIVATE",1954,11,3,1,1,3
84,"PRIVATE",1954,11,3,3,2,3
87,"PRIVATE",1949,11,3,2,2,3
81,"PRIVATE",1921,13,3,2,3,3
80,"PRIVATE",1921,13,3,2,2,3
88,"PRIVATE",1963,118,7,3,2,3
94,"PRIVATE",1963,118,7,3,2,2
94,"PRIVATE",1964,118,7,3,3,3
79,"PRIVATE",1963,118,7,1,2,3
94,"PRIVATE",1963,118,7,3,2,2
98,"PRIVATE",1950,14,4,2,2,3
93,"PRIVATE",1959,88,4,3,2,3
97,"PRIVATE",1959,88,4,3,3,3
99,"PRIVATE",1957,38,4,3,2,3
100,"PRIVATE",1957,38,4,3,3,3
99,"PRIVATE",1957,38,4,3,2,3
99,"PRIVATE",1959,38,4,3,2,3
100,"PRIVATE",1959,38,4,3,3,3
78,"PRIVATE",1954,28,4,1,2,3
93,"PRIVATE",1954,28,4,3,3,3
85,"PRIVATE",1961,36,4,2,3,3
92,"PRIVATE",1960,133,10,3,3,3
92,"PRIVATE",1960,133,10,3,2,3
95,"PRIVATE",1960,133,10,3,2,3
95,"PRIVATE",1967,132,8,3,3,3
76,"PRIVATE",1958,86,4,1,2,3
76,"PRIVATE",1960,47,4,2,1,3
91,"PRIVATE",1960,47,4,3,2,3
77,"PRIVATE",1959,87,4,3,1,3
82,"PRIVATE",1970,23,4,2,3,3
95,"SOCIAL HOUSING",1981,53,7,3,3,3
96,"SOCIAL HOUSING",1981,53,7,3,3,3
95,"TCHC",2008,56,4,3,3,3
98,"TCHC",2008,56,4,3,2,3
85,"PRIVATE",1965,30,4,3,2,3
96,"PRIVATE",1965,30,4,3,2,3
96,"PRIVATE",1928,29,3,3,3,3
91,"PRIVATE",1940,33,3,3,2,3
92,"PRIVATE",1940,33,3,3,2,3
96,"PRIVATE",1962,138,11,3,3,3
99,"PRIVATE",1962,138,11,3,2,3
92,"PRIVATE",1964,117,12,3,3,3
78,"PRIVATE",1978,36,3,1,2,3
93,"PRIVATE",1978,36,3,2,3,3
83,"PRIVATE",1900,20,3,3,1,1
94,"PRIVATE",1900,20,3,3,2,3
91,"PRIVATE",1960,44,8,3,2,3
96,"PRIVATE",1960,44,8,3,2,3
81,"TCHC",1991,139,11,3,1,3
91,"TCHC",1991,139,11,3,2,3
95,"SOCIAL HOUSING",1994,61,4,3,3,3
97,"PRIVATE",1965,207,15,3,2,3
99,"PRIVATE",1965,207,15,3,3,3
83,"TCHC",1968,198,10,2,2,1
95,"SOCIAL HOUSING",1993,130,5,3,3,3
98,"SOCIAL HOUSING",1993,130,5,3,3,3
92,"PRIVATE",1947,29,4,3,1,3
80,"PRIVATE",1957,39,6,2,2,3
95,"PRIVATE",1957,39,6,3,1,3
94,"PRIVATE",1953,32,4,3,3,3
98,"PRIVATE",1953,32,4,3,3,3
97,"PRIVATE",1955,48,5,3,1,3
99,"PRIVATE",1955,48,5,3,2,3
89,"PRIVATE",1954,39,7,3,1,3
98,"PRIVATE",1971,121,11,3,3,3
87,"PRIVATE",1971,108,10,2,2,3
92,"PRIVATE",1971,108,10,3,2,3
80,"PRIVATE",1971,84,8,2,1,3
94,"PRIVATE",1971,56,8,3,3,3
95,"PRIVATE",1976,134,7,2,2,3
96,"PRIVATE",1967,100,12,3,3,3
96,"PRIVATE",1976,92,8,3,2,3
98,"PRIVATE",1976,92,8,3,2,3
93,"PRIVATE",1959,61,5,3,2,3
93,"PRIVATE",1959,61,5,3,2,3
96,"SOCIAL HOUSING",1990,75,6,3,2,3
99,"SOCIAL HOUSING",1990,75,6,3,2,3
90,"PRIVATE",1972,300,17,3,2,3
90,"PRIVATE",1967,216,17,2,3,3
97,"PRIVATE",2015,95,7,3,3,3
99,"PRIVATE",2015,95,7,3,3,3
92,"PRIVATE",1967,216,17,3,2,3
92,"PRIVATE",1967,216,17,2,2,3
92,"PRIVATE",2006,232,14,3,3,3
94,"PRIVATE",1920,14,4,3,2,3
76,"PRIVATE",1966,248,12,2,2,3
78,"PRIVATE",1966,243,12,2,2,3
81,"PRIVATE",1966,243,12,1,2,3
88,"PRIVATE",1957,60,6,3,2,3
97,"PRIVATE",1957,60,6,3,3,3
99,"PRIVATE",1951,72,5,3,2,3
98,"PRIVATE",1951,72,5,3,2,3
98,"TCHC",1972,307,16,3,3,3
96,"PRIVATE",1965,60,6,3,2,3
91,"PRIVATE",1960,60,6,3,3,3
98,"PRIVATE",1960,60,6,3,3,3
95,"PRIVATE",1963,122,10,3,2,3
98,"PRIVATE",1963,122,10,3,3,3
95,"PRIVATE",1963,90,10,3,2,3
98,"PRIVATE",1963,90,10,3,3,3
91,"PRIVATE",1963,91,10,3,1,3
98,"PRIVATE",1964,162,13,3,2,3
99,"PRIVATE",1964,162,13,3,3,3
94,"SOCIAL HOUSING",1995,108,4,3,3,3
87,"PRIVATE",1962,72,7,2,2,3
92,"PRIVATE",1962,72,7,3,2,3
88,"PRIVATE",1967,155,13,2,2,3
95,"PRIVATE",1968,155,13,3,3,3
90,"PRIVATE",1968,189,14,3,1,3
95,"PRIVATE",1968,189,14,3,3,3
89,"PRIVATE",1966,179,18,3,2,3
96,"PRIVATE",1986,107,18,3,3,3
83,"PRIVATE",1970,23,4,3,3,3
81,"PRIVATE",1951,22,3,3,3,3
96,"PRIVATE",1961,151,9,3,2,3
98,"PRIVATE",1961,151,9,3,2,3
91,"PRIVATE",1958,45,3,3,3,3
94,"PRIVATE",1958,45,3,3,3,3
80,"PRIVATE",1955,21,3,3,2,3
89,"PRIVATE",1950,11,3,3,1,3
92,"PRIVATE",1950,11,3,3,2,3
90,"PRIVATE",1950,30,4,3,2,3
95,"PRIVATE",1950,30,4,3,2,3
70,"PRIVATE",1955,42,4,1,1,3
92,"PRIVATE",1955,42,4,3,2,3
86,"PRIVATE",1970,44,4,3,2,3
88,"PRIVATE",1970,44,4,2,2,3
92,"PRIVATE",1952,37,3,3,2,3
97,"PRIVATE",1952,37,3,3,3,3
93,"PRIVATE",1910,10,3,3,2,3
96,"PRIVATE",1952,34,3,3,2,3
94,"PRIVATE",1952,61,4,3,1,3
93,"PRIVATE",1952,110,6,2,3,3
84,"PRIVATE",1955,46,4,2,3,3
96,"PRIVATE",1955,46,4,3,3,3
94,"PRIVATE",1952,75,3,1,3,3
96,"PRIVATE",1952,55,3,3,3,3
92,"PRIVATE",1952,26,4,3,3,3
91,"PRIVATE",2019,146,17,2,3,3
85,"TCHC",1980,37,5,3,1,3
81,"TCHC",1960,42,3,2,2,3
96,"TCHC",1960,42,3,3,2,3
85,"TCHC",1980,167,10,3,2,3
96,"PRIVATE",1999,38,5,2,2,3
100,"PRIVATE",1999,38,5,3,3,3
92,"PRIVATE",1965,109,10,3,2,3
87,"PRIVATE",1962,47,4,2,2,3
90,"PRIVATE",1962,47,4,3,2,3
95,"PRIVATE",1959,87,5,3,3,3
97,"PRIVATE",1959,87,5,3,3,3
96,"PRIVATE",1959,87,5,3,3,3
95,"PRIVATE",1959,87,5,3,3,3
100,"PRIVATE",1965,23,3,3,3,3
79,"PRIVATE",1967,149,13,3,2,3
86,"PRIVATE",1965,115,5,3,3,3
92,"PRIVATE",1965,115,5,3,3,3
73,"PRIVATE",1972,144,13,2,2,2
87,"PRIVATE",1950,144,13,2,2,3
95,"SOCIAL HOUSING",2005,30,3,3,2,3
96,"SOCIAL HOUSING",2005,30,3,3,1,3
81,"PRIVATE",1960,77,6,2,1,2
92,"PRIVATE",1960,77,6,3,3,3
96,"PRIVATE",1960,77,6,3,2,3
94,"PRIVATE",1955,82,6,3,2,3
94,"PRIVATE",1955,82,6,3,2,3
82,"PRIVATE",1960,76,6,3,2,2
90,"PRIVATE",2006,232,14,3,3,3
94,"PRIVATE",2017,188,20,3,3,3
95,"PRIVATE",1970,287,18,3,3,3
99,"PRIVATE",2013,105,8,3,3,3
100,"PRIVATE",2013,105,8,3,3,3
85,"TCHC",1962,81,7,3,3,3
91,"PRIVATE",1965,87,7,3,2,3
93,"PRIVATE",1962,65,6,3,2,3
96,"PRIVATE",1962,78,7,3,3,3
95,"PRIVATE",1963,65,6,3,2,3
81,"PRIVATE",1962,81,7,3,2,3
85,"PRIVATE",1962,81,7,3,1,3
85,"PRIVATE",1962,65,6,2,2,3
89,"PRIVATE",1962,65,6,3,2,3
92,"PRIVATE",1962,85,6,3,1,3
92,"SOCIAL HOUSING",1994,68,7,3,3,3
91,"SOCIAL HOUSING",1994,68,7,3,2,3
97,"SOCIAL HOUSING",1992,16,6,3,2,3
79,"SOCIAL HOUSING",1989,10,3,2,1,3
90,"PRIVATE",1888,17,3,1,2,3
90,"PRIVATE",1888,17,3,2,3,3
85,"PRIVATE",1969,568,22,2,1,3
99,"PRIVATE",1969,568,22,3,2,3
82,"PRIVATE",1964,239,15,2,1,3
84,"TCHC",1966,92,7,2,2,3
93,"TCHC",1966,92,7,2,3,3
97,"PRIVATE",2012,240,10,3,3,3
97,"PRIVATE",2012,240,10,3,3,3
98,"SOCIAL HOUSING",1953,22,4,3,3,3
99,"SOCIAL HOUSING",1953,22,4,3,2,3
88,"PRIVATE",1964,88,6,3,2,3
94,"PRIVATE",1964,88,6,3,2,3
92,"PRIVATE",1965,55,7,3,1,3
94,"PRIVATE",1930,34,7,3,3,3
78,"PRIVATE",1937,97,6,1,2,3
84,"PRIVATE",1937,97,6,3,2,3
92,"PRIVATE",1926,25,4,3,2,3
90,"PRIVATE",1926,25,4,2,3,3
79,"PRIVATE",1938,54,9,3,2,3
80,"PRIVATE",1938,54,9,2,2,3
92,"PRIVATE",1970,45,4,3,2,3
90,"PRIVATE",1970,45,4,3,2,3
86,"PRIVATE",1959,49,4,2,2,3
88,"PRIVATE",1959,49,4,3,2,3
94,"PRIVATE",1960,49,5,3,1,3
79,"PRIVATE",1920,10,3,3,2,3
89,"PRIVATE",1920,15,4,3,3,3
87,"PRIVATE",1920,15,4,3,2,3
100,"PRIVATE",1969,168,24,3,3,3
100,"PRIVATE",1969,168,24,3,3,3
69,"SOCIAL HOUSING",1930,19,4,2,2,3
81,"SOCIAL HOUSING",1930,19,4,1,2,3
97,"PRIVATE",1900,15,3,3,3,3
82,"PRIVATE",1920,16,3,3,2,3
91,"PRIVATE",1920,16,3,3,2,3
93,"PRIVATE",1952,26,4,3,2,3
87,"PRIVATE",1952,26,4,3,3,3
92,"PRIVATE",1952,26,4,3,3,3
95,"PRIVATE",1952,26,4,3,2,3
89,"PRIVATE",1952,26,4,3,3,3
95,"PRIVATE",1952,26,4,3,2,3
88,"PRIVATE",1952,26,4,3,3,3
87,"PRIVATE",1952,26,4,3,2,3
95,"PRIVATE",1952,26,4,3,2,3
91,"PRIVATE",1952,14,4,3,2,3
81,"PRIVATE",1960,15,4,3,2,3
90,"PRIVATE",1960,15,4,3,3,3
96,"PRIVATE",1953,111,8,3,3,3
87,"PRIVATE",1955,16,4,3,2,3
97,"PRIVATE",1955,17,4,3,2,3
97,"PRIVATE",1955,17,4,3,2,3
87,"PRIVATE",1955,27,4,3,2,3
89,"PRIVATE",1960,30,4,3,3,3
89,"TCHC",1980,148,9,3,3,3
97,"TCHC",1980,148,9,3,2,3
79,"PRIVATE",1960,11,3,2,1,2
92,"PRIVATE",1960,11,3,3,2,3
84,"PRIVATE",1958,18,3,2,3,3
97,"PRIVATE",1958,18,3,3,3,3
95,"PRIVATE",1959,35,5,2,3,3
98,"PRIVATE",1966,52,8,3,3,3
93,"PRIVATE",1960,76,6,3,2,3
97,"PRIVATE",1974,225,19,3,3,3
99,"PRIVATE",1974,225,19,3,2,3
100,"PRIVATE",2024,237,11,3,3,3
99,"PRIVATE",2022,230,15,3,3,3
100,"PRIVATE",2022,232,16,3,3,3
100,"PRIVATE",2022,310,26,3,3,3
81,"PRIVATE",1950,14,3,2,2,3
95,"PRIVATE",1950,14,3,3,3,3
84,"PRIVATE",1950,13,4,2,2,3
89,"PRIVATE",1960,17,3,3,1,3
82,"PRIVATE",1960,22,3,3,1,3
89,"PRIVATE",1960,22,3,2,2,3
85,"PRIVATE",1950,11,3,3,2,3
81,"PRIVATE",1947,15,3,2,2,3
67,"PRIVATE",1939,10,3,1,1,3
97,"PRIVATE",1939,10,3,3,2,3
96,"SOCIAL HOUSING",1982,150,10,3,3,3
97,"SOCIAL HOUSING",1982,150,10,3,3,2
91,"PRIVATE",1964,90,6,3,2,3
92,"PRIVATE",1964,83,6,3,2,3
94,"PRIVATE",1960,54,6,3,2,3
89,"PRIVATE",1970,60,6,3,2,3
100,"PRIVATE",2020,171,8,3,3,3
96,"PRIVATE",2019,235,27,3,3,3
100,"PRIVATE",2019,235,27,3,3,3
82,"PRIVATE",1952,109,3,3,2,3
92,"PRIVATE",1952,109,3,3,3,3
96,"PRIVATE",1953,50,4,3,3,3
92,"PRIVATE",1964,50,3,3,3,3
88,"PRIVATE",1965,96,7,3,2,3
77,"SOCIAL HOUSING",1972,96,7,1,3,2
81,"SOCIAL HOUSING",1972,96,7,1,3,3
79,"TCHC",1968,352,17,2,2,2
91,"TCHC",1968,352,17,1,1,3
82,"PRIVATE",1960,11,3,1,2,3
78,"PRIVATE",1960,10,3,2,1,2
91,"PRIVATE",1960,11,3,3,2,3
77,"PRIVATE",1951,12,3,3,2,3
76,"SOCIAL HOUSING",1990,15,3,1,1,3
82,"PRIVATE",1896,16,4,3,2,3
88,"PRIVATE",1930,15,3,3,2,3
91,"PRIVATE",1930,15,3,3,1,3
89,"PRIVATE",1920,11,4,3,2,3
93,"PRIVATE",1920,11,4,3,2,3
74,"PRIVATE",1885,19,3,3,2,3
89,"PRIVATE",1885,19,3,3,3,3
85,"PRIVATE",1973,102,11,3,1,3
88,"PRIVATE",1973,102,11,3,2,3
82,"PRIVATE",1889,20,4,2,2,3
83,"TCHC",1964,54,3,2,2,3
85,"TCHC",1964,54,3,2,1,3
77,"PRIVATE",1930,26,3,2,2,3
87,"PRIVATE",1930,26,3,3,2,3
84,"PRIVATE",1958,26,3,3,2,3
93,"PRIVATE",1958,26,3,3,2,3
89,"PRIVATE",1989,14,3,2,3,3
88,"PRIVATE",1956,12,3,3,3,3
88,"SOCIAL HOUSING",1982,130,7,3,2,3
93,"SOCIAL HOUSING",1986,97,8,2,2,3
94,"SOCIAL HOUSING",1986,97,8,3,2,3
94,"PRIVATE",1921,16,3,3,2,3
57,"PRIVATE",1929,19,3,1,1,3
71,"PRIVATE",1929,19,3,2,1,3
85,"PRIVATE",1929,18,3,3,2,3
83,"PRIVATE",1929,18,3,3,1,3
76,"PRIVATE",1957,16,3,2,1,3
85,"PRIVATE",1930,23,4,2,2,3
88,"PRIVATE",1930,23,4,3,2,3
89,"PRIVATE",1930,24,4,3,2,3
90,"PRIVATE",1930,24,4,3,3,3
75,"PRIVATE",1930,24,4,1,1,3
76,"PRIVATE",1929,23,4,3,3,3
68,"PRIVATE",1940,11,4,1,1,3
51,"PRIVATE",1951,11,3,1,1,3
81,"PRIVATE",1974,275,18,2,2,3
80,"PRIVATE",1968,278,17,2,2,3
91,"PRIVATE",1968,278,17,3,2,3
65,"PRIVATE",1967,325,9,2,2,2
66,"PRIVATE",1967,325,9,2,1,3
85,"PRIVATE",1967,297,17,2,2,3
93,"PRIVATE",1967,297,17,3,2,3
98,"PRIVATE",1964,56,4,3,3,3
91,"TCHC",1983,64,5,3,2,3
94,"TCHC",1983,64,5,2,2,3
89,"PRIVATE",1958,26,3,2,2,3
90,"PRIVATE",1958,26,3,3,1,3
93,"PRIVATE",1958,26,3,3,3,3
89,"PRIVATE",1958,26,3,3,1,3
80,"PRIVATE",1969,36,4,3,1,3
80,"SOCIAL HOUSING",1897,21,3,3,1,3
83,"PRIVATE",1979,26,3,2,1,3
26,"PRIVATE",1932,35,5,0,2,0
75,"PRIVATE",1985,30,3,2,2,3
80,"PRIVATE",1985,30,3,2,1,3
82,"PRIVATE",1992,138,4,1,1,3
95,"PRIVATE",1992,138,4,3,3,3
91,"SOCIAL HOUSING",2003,20,3,3,3,3
98,"SOCIAL HOUSING",2003,20,3,3,2,3
76,"PRIVATE",1973,352,21,1,1,3
71,"TCHC",1993,20,3,1,1,1
92,"PRIVATE",1957,157,17,2,3,3
92,"PRIVATE",1957,157,17,3,2,3
93,"PRIVATE",1957,173,17,3,2,3
89,"PRIVATE",1957,235,18,2,2,2
92,"PRIVATE",1957,235,18,3,2,3
95,"PRIVATE",1957,235,17,3,2,3
89,"PRIVATE",1953,65,5,3,2,2
76,"PRIVATE",1965,129,10,1,2,2
83,"PRIVATE",1965,129,10,2,2,3
89,"SOCIAL HOUSING",1993,68,5,3,2,3
84,"PRIVATE",1930,24,3,3,2,3
84,"PRIVATE",1930,24,3,3,1,3
65,"PRIVATE",1976,264,16,1,2,1
92,"PRIVATE",1972,265,16,3,3,3
96,"PRIVATE",1972,265,16,2,1,3
86,"TCHC",1971,198,13,3,1,3
89,"TCHC",1971,198,13,1,1,2
88,"TCHC",1971,145,15,2,3,3
93,"PRIVATE",1957,36,4,3,2,3
95,"PRIVATE",1961,107,5,2,2,3
95,"PRIVATE",1961,107,5,2,3,3
81,"PRIVATE",1961,107,5,2,2,3
96,"PRIVATE",1961,107,5,2,2,3
89,"PRIVATE",1965,110,9,2,2,3
91,"TCHC",1972,99,10,2,2,3
92,"TCHC",1972,99,10,3,1,3
92,"PRIVATE",1972,165,14,3,2,3
96,"PRIVATE",1972,165,14,3,2,3
73,"PRIVATE",1960,107,6,1,2,2
95,"PRIVATE",1973,165,13,3,3,3
90,"PRIVATE",1957,42,4,3,2,3
74,"PRIVATE",1965,12,3,2,3,3
82,"PRIVATE",1960,25,3,3,1,3
87,"TCHC",1993,155,8,3,1,3
89,"PRIVATE",1956,28,4,3,2,3
79,"PRIVATE",1955,23,3,3,1,3
93,"TCHC",1983,185,10,3,2,3
97,"PRIVATE",1972,329,21,3,3,2
98,"PRIVATE",1972,329,21,3,3,3
91,"PRIVATE",1972,280,18,3,3,3
98,"PRIVATE",1972,267,17,3,3,3
97,"PRIVATE",1972,267,17,3,2,3
92,"PRIVATE",1955,30,4,3,3,3
92,"PRIVATE",1955,30,4,3,2,3
95,"PRIVATE",1955,26,4,3,2,3
94,"SOCIAL HOUSING",1993,72,4,3,2,3
96,"TCHC",1975,293,13,3,3,3
97,"TCHC",1975,293,13,3,2,2
91,"PRIVATE",1974,252,18,3,3,3
85,"TCHC",1970,34,3,2,3,3
100,"PRIVATE",2018,78,7,3,3,3
92,"PRIVATE",1959,12,3,3,3,3
94,"PRIVATE",1959,12,3,3,3,3
94,"PRIVATE",1963,11,3,3,2,3
60,"PRIVATE",1969,29,4,3,1,3
58,"PRIVATE",1927,11,3,2,1,3
87,"PRIVATE",1927,11,3,3,2,3
54,"PRIVATE",1925,11,3,2,1,3
92,"PRIVATE",1925,11,3,3,3,3
84,"PRIVATE",1974,246,18,3,2,3
92,"PRIVATE",1969,163,32,3,2,3
94,"PRIVATE",1969,163,32,2,2,3
92,"PRIVATE",1969,163,32,3,1,3
87,"PRIVATE",1959,59,10,3,2,3
88,"PRIVATE",1959,59,10,2,2,3
85,"PRIVATE",1964,56,4,2,2,3
94,"PRIVATE",1964,56,4,3,3,1
95,"PRIVATE",1964,56,4,3,3,3
93,"PRIVATE",1964,56,4,3,3,2
77,"PRIVATE",1962,331,10,2,2,3
81,"PRIVATE",1960,130,12,3,2,3
80,"PRIVATE",1968,48,7,3,1,3
88,"PRIVATE",1968,48,7,3,1,3
87,"PRIVATE",1952,48,7,3,1,3
83,"PRIVATE",1962,48,7,3,3,3
93,"PRIVATE",1960,62,7,3,1,3
94,"PRIVATE",1960,62,7,3,3,3
90,"PRIVATE",1956,52,9,3,3,3
80,"PRIVATE",1964,58,8,3,1,3
77,"PRIVATE",1967,105,10,1,1,3
80,"PRIVATE",1967,105,10,1,2,3
63,"PRIVATE",1968,105,11,1,1,0
85,"PRIVATE",1968,105,11,3,1,3
92,"PRIVATE",1957,68,8,3,2,3
79,"PRIVATE",1955,91,9,2,1,3
87,"PRIVATE",1969,64,11,3,3,3
90,"PRIVATE",1969,64,11,2,3,3
86,"PRIVATE",1958,63,10,2,2,3
91,"PRIVATE",1958,63,10,3,1,3
86,"PRIVATE",1965,88,9,3,3,3
76,"PRIVATE",1971,74,10,2,1,3
85,"PRIVATE",1971,74,10,1,3,3
86,"PRIVATE",1967,85,16,3,1,3
87,"PRIVATE",1954,31,4,3,1,3
73,"PRIVATE",1960,12,3,3,2,3
87,"PRIVATE",1960,12,3,2,3,3
87,"PRIVATE",1960,12,3,3,2,3
92,"PRIVATE",1960,12,3,3,3,3
90,"PRIVATE",1960,11,3,3,3,3
98,"PRIVATE",1958,64,6,3,2,3
89,"PRIVATE",1962,69,7,3,2,2
94,"PRIVATE",1962,69,7,3,2,3
91,"PRIVATE",1954,77,4,3,2,3
91,"PRIVATE",1958,65,4,3,1,3
78,"PRIVATE",1961,251,14,2,2,2
88,"PRIVATE",1961,251,14,3,2,3
89,"PRIVATE",1960,43,6,3,3,3
94,"PRIVATE",1960,43,6,3,2,3
43,"PRIVATE",1964,103,7,0,3,0
85,"PRIVATE",1964,103,7,3,2,3
89,"PRIVATE",1961,39,5,3,3,3
94,"PRIVATE",1961,39,5,3,2,3
93,"PRIVATE",1962,36,5,3,3,3
97,"PRIVATE",1962,36,5,3,3,3
98,"SOCIAL HOUSING",1978,90,8,3,3,3
84,"SOCIAL HOUSING",1994,158,11,3,2,3
91,"SOCIAL HOUSING",1993,243,11,3,3,3
92,"SOCIAL HOUSING",1993,243,11,3,3,3
77,"PRIVATE",1968,142,12,2,3,3
90,"PRIVATE",1968,142,12,3,2,3
72,"PRIVATE",1962,64,7,3,2,3
96,"TCHC",1983,185,10,3,2,3
96,"PRIVATE",1968,145,19,3,1,3
99,"PRIVATE",2010,155,13,3,2,3
72,"PRIVATE",1913,12,3,2,2,2
82,"PRIVATE",1913,12,3,1,2,3
85,"PRIVATE",1965,221,16,2,2,3
92,"PRIVATE",1965,221,16,3,3,3
77,"PRIVATE",1960,11,3,2,2,3
94,"PRIVATE",1960,11,3,3,3,3
90,"PRIVATE",1978,390,19,3,2,3
98,"PRIVATE",1978,390,19,3,2,3
82,"TCHC",1961,86,6,2,2,2
87,"TCHC",1983,97,11,2,2,3
100,"PRIVATE",2024,302,31,3,3,3
83,"SOCIAL HOUSING",1918,20,4,2,1,3
73,"PRIVATE",1989,40,3,3,1,3
82,"TCHC",1985,145,15,2,1,3
90,"TCHC",1985,145,15,2,2,3
75,"SOCIAL HOUSING",1991,42,10,3,1,3
87,"PRIVATE",1957,21,4,3,3,3
80,"PRIVATE",1965,23,4,3,2,3
91,"PRIVATE",1951,28,3,3,3,3
86,"TCHC",1980,152,12,2,3,3
92,"TCHC",1980,152,12,2,3,3
98,"TCHC",1991,126,5,3,3,3
97,"TCHC",1993,124,13,3,3,3
97,"TCHC",1993,124,13,3,3,3
94,"PRIVATE",1950,10,3,3,3,3
92,"PRIVATE",2005,232,10,2,2,3
85,"SOCIAL HOUSING",1991,46,4,2,3,1
83,"PRIVATE",1968,193,23,3,1,3
86,"PRIVATE",1968,149,19,3,3,3
94,"PRIVATE",2019,115,8,3,3,3
100,"PRIVATE",2019,115,8,3,3,3
81,"SOCIAL HOUSING",1994,82,10,3,3,3
69,"PRIVATE",1910,15,4,2,1,3
92,"PRIVATE",2020,264,25,3,3,3
85,"PRIVATE",1969,330,21,2,3,3
88,"SOCIAL HOUSING",1900,76,7,3,2,3
95,"SOCIAL HOUSING",1900,76,7,3,3,3
93,"TCHC",1984,44,6,3,2,3
99,"TCHC",1984,44,6,3,2,3
85,"SOCIAL HOUSING",1988,36,3,1,1,3
91,"SOCIAL HOUSING",1993,177,5,3,3,3
94,"SOCIAL HOUSING",1993,177,5,3,3,3
93,"TCHC",1995,40,5,3,2,3
90,"SOCIAL HOUSING",1988,34,4,3,3,3
67,"SOCIAL HOUSING",1990,25,4,3,3,3
97,"SOCIAL HOUSING",1990,25,4,3,2,3
